ndvi,savi,evi,gndvi,ndmi,nsi,msavi,gci,gli,sipi,sr,osavi,gci2,arvi2,mtvi2,rdvi,gvi,ndii,ndwi,grvi,lai,tcari,mcari,wdvi,pssra,dvi,era5d_prec,era5_wind,era5m_wind,era5m_prec,era5_mean_temp,era5_min_temp,era5_max_temp,era5m_mean_temp,era5m_min_temp,era5m_max_temp,chirpsd_prec,chirpsm_prec,temp_MIN,temp_MAX,temp_MEAN,fpar,m_lai,m_gndvi,m_ndvi,m_ndmi,gpp,npp,Tmst_MIN,Tmst_MAX,Tmst_MEAN,mod_lst,ggcp10,JoinedYld
0.034256668,0.051383756,0.198969488,0.052454106,0.080152987,11.03084636,0.030926056,0.153373085,-0.017605498,1.082726842,1.116717427,0.039737427,-0.067801168,0.034312528,-0.009055176,3.580621864,0.025311901,0.2082417,-0.052454106,0.9647215,0.005940625,-401.6003388,0.098774182,10970.0954,0.931239788,23.36442109,0.002145406,-0.263349448,-0.262466869,0.065668801,298.8128419,296.0252263,302.6559803,298.8252649,294.9359776,304.7598099,4.237888641,21.63969099,31.88751221,34.80843735,33.35288737,47.7074092,15.14945232,0.555164739,0.556270946,0.107916009,358.1156044,8069.190059,0.0,111.8666611,82.51865499,15059.08177,2.600500313,1.33383415
-0.000876511,-0.001315322,1.359728095,0.023412973,0.060189488,-29.26234344,-0.031045671,0.078704692,-0.027866289,0.981401133,1.0314096,-0.00101689,-0.083119386,0.006846952,-0.078941754,-3.658706493,0.015005056,0.195614353,-0.023412973,0.953196194,-0.121171218,-5275.039404,0.070134018,10805.01303,0.978740134,-1535.698259,0.004555614,-0.70267565,-0.702832361,0.139409529,289.0577616,285.820633,293.0371111,289.0680726,283.535427,295.3873664,3.26509849,16.65430509,26.79831505,30.0561142,28.48253375,50.49163982,16.59433705,0.583099156,0.586683662,0.156959386,331.9936628,11350.29129,74.43333435,84.51667023,79.72968793,14945.34946,1.491620017,1.676874391
0.154997803,0.232493033,11.63454792,0.160199992,0.086527396,-69.27546401,0.259565599,0.402788737,0.002217691,1.11481685,1.388932956,0.179796543,-0.010732069,0.140961049,0.225647412,27.67131104,0.072496108,0.212303794,-0.160199992,0.989637496,0.44278205,14731.81365,0.248940825,12266.48278,0.732256765,4951.2595,0.004293899,-0.721199092,-0.721824661,0.131380969,294.0967097,289.9913808,299.5025293,294.1002492,288.7239192,301.8709361,5.485375576,27.97541593,23.92773438,28.4828701,26.44333147,62.12479112,22.33369414,0.637346857,0.663979677,0.175699543,480.9871073,12939.96569,151.4833374,224.5833282,178.8176185,14943.80036,2.616013268,1.853504736
0.13579966,0.203696108,2.767022313,0.146870208,0.052542865,-43.06088207,0.22660605,0.368762807,-0.002903689,1.078747868,1.341289496,0.157526768,-0.021671402,0.120760284,0.185585639,23.64458453,0.064933442,0.183257717,-0.146870208,0.978033589,0.373323169,12118.96661,0.239271863,11591.49949,0.754552731,4126.006007,0.005664484,-0.05170931,-0.051736922,0.173290076,295.5930809,292.6844141,299.4087053,295.5966134,291.5805347,301.5246455,4.991091321,25.45456578,28.28016853,31.22908783,29.9254815,59.1279095,19.41431205,0.593468457,0.625165053,0.128813221,420.3203271,12193.36782,139.3166656,209.1000061,163.9271432,15022.65855,2.714149696,1.310704822
0.104217808,0.156323849,1.77527898,0.131374715,0.00394281,-230.1302217,0.163634477,0.346373884,-0.008946672,0.405286284,1.275974661,0.120891949,-0.046626818,0.070543111,0.102224925,16.91275906,0.046277836,0.142893733,-0.131374715,0.946685567,0.25906003,7441.29441,0.233911881,10872.63161,0.790157362,2683.485851,0.000971335,-1.055039599,-1.05397316,0.029754649,296.7649772,292.6527906,301.7715219,296.7726511,291.0669044,304.335402,1.211335458,6.343768824,26.15190125,35.64277649,31.18651672,37.19474068,10.40058261,0.523516593,0.435752157,-0.027456748,232.7897213,5539.111071,38.21666718,101.6999969,67.43515089,15190.63167,1.737640122,0.359425221
0.110790665,0.166183208,-0.076056441,0.128518584,0.046826807,196.4638511,0.178505563,0.328602653,-0.006626511,1.242405275,1.286292021,0.128516481,-0.037175285,0.090835555,0.129720918,18.96469526,0.052561611,0.171293209,-0.128518584,0.96524681,0.282840625,9201.441202,0.220157975,11690.90563,0.789759493,3212.41316,0.0023217,-0.343084685,-0.342156911,0.071051777,297.779204,294.7344941,301.8782378,297.7919154,293.709118,304.0407813,4.155815872,21.22281097,31.14214325,33.03895569,32.04501863,49.07255677,17.80287148,0.561385329,0.549416551,0.104288538,351.161263,8834.566836,46.86666489,87.08332825,63.21233991,15054.41021,1.403099909,1.12240982
0.164686863,0.247026154,0.513042702,0.180588831,0.065185672,6.962248747,0.266594175,0.472312097,-0.002648089,1.260057213,1.433045003,0.191035737,-0.007591403,0.140521819,0.213715535,28.42818691,0.076534777,0.18113907,-0.180588831,0.969180196,0.477837073,14328.22335,0.290377751,12128.19568,0.706502588,4896.790387,0.005124458,-0.741384351,-0.744402105,0.156779357,291.9700516,287.6287147,297.4241681,291.9791206,285.5706573,299.9471915,3.275736819,16.70625803,20.96718788,25.22565842,23.4845819,49.28132631,13.91734512,0.570188977,0.551458414,0.055138107,350.0419813,11184.77983,68.41666412,163.4499969,107.1342109,14915.19271,1.501523587,1.821758135
0.103884956,0.15582475,1.501095988,0.11426219,0.11095353,45.74840479,0.16047831,0.299714675,-0.008494444,1.110367692,1.281644404,0.120505885,-0.031068578,0.102115468,0.12289728,17.42193239,0.055160016,0.223393793,-0.11426219,0.980310816,0.257855772,8326.763136,0.185852555,11735.61255,0.817429964,2866.206302,0.003302976,-0.058746843,-0.058120246,0.101227299,299.4654441,297.2453141,302.4110214,299.4773164,295.9360748,303.832593,4.216203725,23.12033335,33.36830521,33.83292389,33.59284295,57.12097532,20.82367341,0.569420953,0.609259898,0.182766382,375.1657443,7282.660747,0.0,140.0500031,83.83777742,14973.03031,1.960161654,2.932219765
-0.097504089,-0.146254997,1.217130748,-0.083331564,-0.048683176,-61.19764399,-0.231193529,-0.144303414,-0.014312408,0.977096402,0.83175803,-0.113104462,-0.135367388,-0.097541285,-0.242835429,-24.87015946,-0.04177334,0.211421105,0.083331564,0.972190952,-0.470769795,-19570.3035,-0.14124645,10682.99192,1.195554437,-6374.703609,0.001544659,-1.128627312,-1.128996522,0.047296527,293.3480701,289.4808267,298.0020467,293.3571641,287.5329655,300.5830567,1.377129321,7.171200743,23.38708305,31.526968,27.35915898,43.81313264,12.21747775,0.543847438,0.497867348,0.02778222,280.1782539,8644.35397,42.46666718,83.6166687,61.58221296,15020.70861,2.457736847,0.912341508
0.040878703,0.061316267,1.199291505,0.073555891,-0.032046463,-34.72227795,0.036509471,0.219850431,-0.01178746,1.114031758,1.134545401,0.047418853,-0.081802326,0.003142169,-0.022757826,2.911852367,0.013938986,0.126302815,-0.073555891,0.935775971,0.029899149,-2283.960168,0.13981645,10048.24715,0.906447514,-516.5980089,0.001097037,-1.76354626,-1.762892229,0.033634871,294.3905319,290.1101708,299.4310506,294.3990492,288.2886838,301.8723965,0.831916769,4.40191355,24.1089859,32.66749191,29.13814006,44.17411235,12.95695915,0.552949384,0.491930917,0.031015734,288.1816119,8450.733594,25.63333321,70.91666412,47.34839752,15165.55336,2.675770821,0.60580445
-0.077394377,-0.116090523,0.801627966,-0.037793139,0.04645593,116.039735,-0.183184323,-0.05829273,-0.035313997,0.833412068,0.870462624,-0.089777219,-0.130330221,-0.085989119,-0.253547073,-18.1331675,-0.023541716,0.176432959,0.037793139,0.923731384,-0.398012854,-13707.80642,0.005655479,8964.491723,1.092242502,-4240.348093,0.000567899,-4.294642886,-4.291988684,0.0173802,299.2615492,294.9229114,304.3061563,299.2621211,293.1400501,306.8452888,1.018699621,5.215550307,27.86366844,32.4883728,30.06974411,17.48061884,3.574522972,0.393891843,0.230584135,-0.046610843,85.57499954,1247.884654,34.46666718,55.66666412,40.19999886,15377.67098,0.090747609,0.208350003
0.101212838,0.151816227,0.735552522,0.114852711,0.099131201,26.90141424,0.146282511,0.311871922,-0.009252057,1.113714407,1.288243205,0.117406142,-0.03298722,0.094194429,0.102138134,15.02172534,0.052923086,0.215750811,-0.114852711,0.974126067,0.248188048,5608.432006,0.188427968,11639.04849,0.82343846,1999.736874,0.00145095,-1.665663885,-1.665236685,0.044404161,294.5228571,290.4714567,299.6755242,294.5296533,288.6803946,301.8352789,2.153391454,11.04251121,20.06563377,32.42033005,27.76523665,41.78822672,12.57312247,0.528084891,0.471890622,0.062390743,289.0773507,8824.529387,67.78333282,132.2333374,96.25432451,15107.61489,1.780041872,1.339332801
0.178959514,0.268434653,0.252476118,0.192076522,0.052264675,-46.1647966,0.292423241,0.495200248,-0.002795081,1.050958969,1.461597004,0.207591894,0.002273478,0.160204325,0.24181225,30.51154835,0.085237374,0.162232476,-0.192076522,0.974428305,0.529475523,15309.40081,0.304298889,11743.42289,0.685646686,5201.00498,0.003244099,-0.589426344,-0.59127292,0.099276542,295.3485025,291.6874647,299.9642712,295.3513663,290.2911579,302.154054,3.645179249,18.5904143,25.63674927,30.57579803,29.08630166,59.75635187,20.71173124,0.615641271,0.636694428,0.124469596,446.7190125,11534.01308,0.0,172.5166626,130.9065604,15122.30477,3.998517482,1.607970333
-0.09446921,-0.141702815,0.47286193,-0.082130824,-0.015825989,83.32328279,-0.22072156,-0.145320565,-0.016253897,1.312182778,0.834311157,-0.109584036,-0.130297582,-0.086834941,-0.229133922,-25.42733102,-0.037373012,0.250328969,0.082130824,0.975537458,-0.459789601,-21139.4368,-0.140042729,11617.92726,1.18946658,-6893.845099,0.003412902,-0.829561166,-0.829570033,0.104468057,289.2938417,285.7464408,293.5758359,289.3040903,283.3648388,296.1431083,3.440050091,17.54464319,25.13949394,29.6041069,27.15931478,53.32688867,18.37545211,0.590017074,0.597070793,0.183417016,363.6039615,12960.24076,67.93333435,94.3500061,81.31446075,14881.75705,1.18146868,0.956837161
0.169751855,0.254623428,-1.474822145,0.17651677,0.078140883,-64.71452713,0.272034007,0.468303464,0.004011626,1.05566067,1.453638218,0.196911074,-0.00158399,0.150480425,0.232850801,29.06259279,0.077281866,0.202037697,-0.17651677,0.987001584,0.496162211,14758.2948,0.267890209,12303.37077,0.715667106,4973.551834,0.006188826,-0.628510067,-0.630484401,0.189354746,289.637094,285.3902878,294.959246,289.6458852,283.2246248,297.3344617,4.611230999,23.52000838,18.28302002,27.63352013,22.69299573,55.14350875,18.49867092,0.593976695,0.597733965,0.103825309,432.4040203,13945.19974,71.65000153,215.3666687,156.0299862,14794.40701,1.519050242,2.571458456
0.172740754,0.25910703,-2.179437333,0.18545822,0.095134248,-56.06860784,0.282483615,0.479138706,-0.0114432,1.023123445,1.450531823,0.20037826,0.006741287,0.17163588,0.232599399,30.85987979,0.09132179,0.211528725,-0.18545822,0.975964275,0.506976049,16278.96239,0.295864178,12916.03622,0.695313863,5531.886513,0.008222156,-0.388423473,-0.39090648,0.251587541,291.2350012,286.9488985,296.7435742,291.2438885,285.3783845,299.5923054,6.110309248,31.16257716,22.43808937,27.86164284,24.98082214,65.93242986,25.58235211,0.655818381,0.705551581,0.216039878,474.0824486,14424.88053,148.4166718,191.6833344,169.8000008,14862.46956,2.928060899,2.800351973
0.200692646,0.301033698,1.565155896,0.209833839,0.056909825,16.18746705,0.312846563,0.576747532,0.009157015,1.15417083,1.553417648,0.232802165,0.012710313,0.168444219,0.266188464,33.75584997,0.085905033,0.18008373,-0.209833839,0.981899286,0.608105995,16717.32435,0.311150119,12420.58522,0.671372784,5645.527585,0.003019056,-1.767718933,-1.769897305,0.092407018,291.3781265,287.1193402,296.842588,291.3831296,285.4693493,299.0399831,3.469402249,17.69495965,19.42800713,27.00332642,24.23757776,51.95929483,18.01877859,0.585829765,0.580456959,0.107248889,398.9341045,13459.31444,0.0,195.1333313,109.6870053,14939.11191,2.327187988,2.880000114
0.196742718,0.29510953,4.263508095,0.196700742,0.107863942,-61.12293421,0.32509033,0.501704278,0.009500114,1.075782917,1.504221369,0.228220428,0.012437665,0.179544939,0.292120628,35.49964227,0.088926841,0.241708343,-0.196700742,1.00053071,0.593815156,19245.53237,0.293492133,13085.83132,0.674423035,6412.664725,0.00571683,-0.468574596,-0.468853835,0.174927033,294.3280788,290.3667178,299.5703434,294.3320634,289.1214226,302.0004304,5.80113196,29.58577226,24.24575424,28.19210052,25.99643847,67.33872618,26.40566299,0.667651835,0.711688635,0.222621908,515.3072946,14143.36815,149.5500031,193.0333405,177.0228683,14896.47668,3.518233255,1.980000019
0.091206779,0.13680787,2.715427491,0.102597138,0.058158847,-50.14084435,0.14902736,0.257170471,-0.006342465,1.042829693,1.230990769,0.105799295,-0.04389008,0.081699867,0.113763116,15.44847171,0.046046965,0.194913282,-0.102597138,0.977502266,0.211986128,7360.311201,0.173293958,11679.76327,0.830082152,2549.766845,0.00684914,-0.76865858,-0.770852235,0.209571632,289.0822295,284.9914373,294.1530966,289.0917743,282.7042418,296.6003827,4.351487204,22.19284955,18.04402542,23.40378761,20.83686987,60.50422665,20.26529235,0.629543956,0.663521772,0.184201001,440.3773472,15296.58617,87.16667175,186.2166748,137.9752528,14711.87643,0.322738808,1.231593564
0.07312384,0.109683566,7.72896396,0.087344447,0.131347278,63.55168481,0.091699609,0.256580639,-0.014698183,1.007826022,1.235946547,0.084823111,-0.042209088,0.075845105,0.050093112,10.19697275,0.044268564,0.250496688,-0.087344447,0.973470442,0.146562052,2837.046913,0.144913434,12949.74212,0.87502964,1091.721128,0.003232631,-0.936113823,-0.935935408,0.09891799,289.448437,285.6389382,294.3321452,289.4592522,283.279338,296.7221047,3.117183254,15.89763421,22.03485489,27.74985504,24.8056457,53.08347443,18.14052496,0.607490597,0.615970252,0.129310397,415.8275646,14520.32797,67.9833374,101.6166687,84.05089297,14847.07404,1.298376931,0.976211221
-0.0772359,-0.115852752,0.613303832,-0.026497017,0.028429628,45.77291569,-0.16999323,-0.050194951,-0.048264206,0.879422517,0.858284032,-0.089593372,-0.130200447,-0.082396778,-0.264125838,-17.79018518,-0.015905242,0.151375622,0.026497017,0.903312714,-0.397439487,-13689.59138,0.060705626,9847.356463,1.056022696,-4102.847159,0.00412715,-1.342687845,-1.347066641,0.126270056,291.9928894,287.8386536,296.9472351,292.0002441,285.9595642,299.4952087,1.952368286,9.957078192,24.791744,30.33832327,27.73972794,32.36443054,7.987604646,0.471983958,0.36804285,-0.032770496,198.9165396,4788.322473,84.26667023,84.26667023,84.26667023,15103.77067,0.224538222,3.134673452
0.068210369,0.102313879,-0.028690288,0.086566289,0.048325752,-74.96742863,0.111243887,0.214406153,-0.021281517,0.722170391,1.172799195,0.079123613,-0.049739391,0.074638333,0.067305578,11.84136104,0.045953199,0.181872585,-0.086566289,0.964275527,0.128785114,5680.881204,0.1632321,11200.64148,0.855096192,2040.137566,0.005559737,-0.193274,-0.193293042,0.170096013,295.4759223,292.2455924,299.6169869,295.4804858,291.0633263,301.8031633,4.93666031,25.17696794,29.36144066,30.85638046,30.14667638,58.00837194,17.51296494,0.627505158,0.649035628,0.144306381,383.8494992,10517.28588,109.5333328,213.8666687,166.5805556,15078.6137,2.734737115,1.216246226
0.184866047,0.277294024,1.182730142,0.222142354,0.004123987,7.420064791,0.305681468,0.583588154,0.000705469,1.369577946,1.473369121,0.214443366,-0.019094765,0.117277067,0.222125099,30.70010172,0.069977834,0.0998654,-0.222142354,0.927152826,0.550845358,14605.57595,0.377041852,10854.41838,0.639956472,5104.156732,0.001335681,-0.437652667,-0.437756582,0.040898847,294.8079713,290.6311861,299.7911944,294.8190663,289.1511625,302.3188437,1.174404539,6.058698442,26.09319496,30.77585793,29.11522705,30.00458739,7.274624433,0.491104611,0.356899153,-0.08594966,199.1525338,5283.919603,24.91666603,61.58333206,42.49605289,15149.31392,1.251262085,1.376608806
0.090235858,0.135351542,3.306004187,0.116956533,0.070436123,-78.61048608,0.145939406,0.291384252,-0.014403614,1.123026431,1.229199744,0.10467304,-0.051298415,0.068881854,0.084148311,15.51482342,0.045171417,0.178078498,-0.116956533,0.949147579,0.208473334,7303.665183,0.222120872,11167.7205,0.805647312,2639.311909,0.00186606,-0.48995619,-0.489004209,0.057157637,299.9733841,297.0056546,304.1162171,299.9860287,295.7645808,306.0761542,2.12485019,11.13043605,33.82443619,35.19388962,34.45384244,31.07244737,8.265767248,0.440574231,0.326498705,-0.064278125,167.6752868,2781.555318,0.0,111.0999985,66.49666641,15153.71486,0.244919099,1.001969431
0.111308563,0.166960036,1.900271448,0.129484083,0.084509428,-88.13034214,0.176948555,0.336113043,-0.010551211,1.092855861,1.29636357,0.129117238,-0.032950811,0.097779488,0.12632471,19.00099636,0.056828992,0.207119672,-0.129484083,0.965067183,0.284714382,9132.011838,0.222592507,12172.14269,0.789270775,3197.710451,0.001757481,-0.710125222,-0.709528409,0.053811977,294.96205,291.1715032,299.7797929,294.9686831,289.4531141,302.0456625,2.403309577,12.35858145,28.06176758,35.58869553,32.3857336,45.96688305,14.71717013,0.556452096,0.495955947,0.030032142,270.6424209,6999.384462,65.95000458,101.7333374,84.44389888,15225.32078,3.261398197,1.156477273
0.080798113,0.121195321,-8.215904377,0.094463299,0.072861482,-6.376806157,0.136119133,0.232001009,-0.012361983,0.776375881,1.199039124,0.093725354,-0.047455487,0.078427558,0.099173099,14.62695084,0.045675539,0.212037795,-0.094463299,0.973171612,0.174327573,7603.442464,0.167391389,11749.23097,0.839942509,2645.052158,0.013366041,-0.60807775,-0.610348063,0.40893189,289.6749088,286.1681117,294.3053329,289.6862002,284.7873381,296.8639433,5.509054968,28.09618,21.70914268,26.34643936,25.18998789,61.09244572,22.11660638,0.644694398,0.667631527,0.189412662,460.4958942,15223.99636,135.3333435,204.9833374,159.8590343,14889.30645,3.036623875,4.00093348
0.17948499,0.269222928,1.157514161,0.207366018,0.054312666,-25.47029942,0.299786717,0.530052233,0.0113471,1.46571488,1.451587419,0.208201462,-0.024136826,0.110298746,0.229022567,30.87980663,0.061878996,0.12823376,-0.207366018,0.945364947,0.531376693,15376.6262,0.348267711,11472.07508,0.658367741,5316.520113,0.003017113,-0.495295324,-0.501531308,0.092316932,299.9860804,295.8267,304.8508301,299.9982889,293.707204,308.5260636,0.811152796,4.136879097,34.17328644,34.17328644,34.17328644,22.82401868,5.031689061,0.382557464,0.277491635,-0.001566445,104.766633,1503.993583,30.78333282,43.36666489,37.55833244,15807.44829,0.03415279,1.738342541
0.151920868,0.227877709,1.092779542,0.171459079,0.067920963,-59.69435392,0.255323376,0.43090584,-0.011114143,1.103896325,1.378542384,0.176227317,-0.013629129,0.135867754,0.199599913,27.12785995,0.076721119,0.179823005,-0.171459079,0.96142946,0.4316497,14106.58427,0.287871724,12134.16552,0.713699846,4853.238447,0.012730926,-0.327554381,-0.331302358,0.389541173,290.0825455,286.1665166,295.2773883,290.0924858,284.5855545,297.8955706,5.640204552,28.76504321,20.43997002,26.59708786,23.63247725,55.84557012,18.3367143,0.621975561,0.623984212,0.140947416,424.3091495,13767.66076,136.75,225.9833374,164.853807,14851.40727,2.989122057,4.364237319
