Aluminium,Elevation,Nitrogen,Organic Carbon,PH,Soil Moisture,Texture,Variance,Yield,cluster
47,864,55,2,64,6.846814632,6,0.01450409647,1.25999999,1
48,846,67,2,63,7.301342487,6,0.02843532898,1.273149967,1
51,1470,83,6,62,8.634547234,1,0.01593580097,1.417299986,4
48,1155,69,3,58,11.05469418,1,0.04271324351,1.408699989,4
57,1943,101,5,57,18.25143433,4,0.02350452356,1.846950054,2
45,228,56,2,65,5.36279583,9,0.006434809417,0.7220500112,1
48,1102,67,2,63,4.530303001,6,0.03288859874,1.234549999,1
55,1536,99,5,61,12.61479092,4,0.03601916134,2.081199884,2
57,1771,111,6,54,18.14617348,1,0.007331192028,1.619799972,3
48,679,57,2,69,6.190820217,6,0.005079675931,1.125399947,1
46,528,57,2,63,7.267846584,6,0.01401858684,0.8628500104,1
45,789,53,2,63,5.912354946,6,0.02135285735,1.344099998,1
49,2229,112,5,63,6.775710106,4,0.02703193389,1.734249949,4
41,563,63,1,75,4.726085186,6,0.003009719308,1.48119998,1
50,2091,90,3,70,9.759883881,4,0.01685806178,1.666849971,4
48,523,48,1,71,7.585030556,6,0.01132041775,1.201300025,1
45,648,53,2,64,5.086588383,6,0.002248725854,0.9778000116,1
50,2072,101,5,60,18.38701248,4,0.1959279329,2.4848001,3
56,1217,82,2,61,13.50076485,1,0.05342741311,1.445350051,2
55,1377,60,3,59,20.47533417,4,0.04566738755,1.840350032,2
51,2113,71,3,70,3.891039133,6,0.04704331979,1.579049945,4
44,6,93,3,62,8.273741722,6,0.02028761804,1.395900011,1
54,2339,114,5,62,11.64798927,1,0.05520659685,1.90989995,3
48,966,55,2,62,5.705182076,6,0.004197004717,0.8927500248,1
57,1525,95,5,53,22.19878006,1,0.04651175067,1.851099968,2
56,1300,69,4,55,22.06632042,4,0.03073230945,1.817800045,2
44,21,70,2,68,3.873099566,6,0.004893199075,1.299049973,1
55,1389,82,5,59,25.39999962,1,0.009188323282,1.506950021,2
55,1462,75,5,56,22.86232758,1,0.01968419738,1.853850007,2
56,1285,74,4,56,18.79302979,1,0.01616293378,1.661450028,2
47,1213,68,3,60,5.276130676,3,0.005861552898,1.16779995,4
57,1411,89,4,57,21.16743279,1,0.02508971468,1.536000013,2
53,1750,94,6,61,6.255380154,1,0.02145507,1.155249953,4
57,1809,81,5,56,19.92481995,4,0.2878511846,2.40809989,0
53,1535,92,3,70,4.53278923,1,0.04731136188,1.445850015,4
46,110,56,2,62,6.394533634,6,0.04209977388,1.387199998,1
45,679,54,2,62,5.142932415,6,0.004191194195,0.8234000206,1
50,1113,83,4,58,13.87384796,1,0.04653038457,1.401299953,2
56,1300,86,5,59,18.79302979,4,0.01408096403,1.46239996,2
49,784,69,2,65,7.68307972,1,0.02700310946,1.539849997,4
46,104,52,1,73,4.568655968,6,0.004838245455,0.9473000169,1
55,1789,101,7,58,18.35881233,1,0.01337894611,1.716199994,3
44,665,49,2,67,6.17125845,6,0.001445231494,0.8880000114,1
56,2754,150,8,55,11.64798927,4,0.0434941873,1.943799973,3
54,1178,82,4,70,25.39999962,1,0.001037082868,1.37864995,2
59,2042,132,9,55,18.14617348,1,0.02217230946,1.78550005,3
56,1339,83,4,55,22.78585052,1,0.03745301068,1.788450003,2
44,1102,64,3,59,4.234931946,3,0.00892683398,1.079699993,1
60,1712,112,5,54,10.97380257,1,0.08315095305,1.418949962,3
54,1245,66,3,59,18.11284447,3,0.02594544366,1.488899946,2
52,1820,87,4,64,16.55594635,1,0.3235955834,3.190900087,0
57,1856,108,4,55,20.81811714,4,0.009051840752,1.640249968,2
48,637,68,2,69,8.173928261,4,0.02336991578,1.24059999,1
47,591,57,2,66,7.267846584,6,0.004193772096,0.9313499928,1
58,1680,80,5,53,21.88551903,1,0.03021796234,1.934149981,2
49,2630,144,8,54,12.13683319,4,0.01298177429,1.919199944,3
55,2171,94,5,58,18.46917534,1,0.3536001444,3.278249979,0
56,1642,70,5,56,22.86232758,1,0.03786202893,1.944650054,2
47,655,56,2,67,6.537003994,6,0.01499304362,1.254600048,1
57,1561,91,5,55,22.41001701,1,0.06049824879,1.931550026,2
48,999,75,2,61,11.05469418,4,0.02613809146,1.337350011,4
55,1380,72,5,57,22.86232758,1,0.01907656528,1.865200043,2
44,166,49,2,65,5.36279583,9,0.01526351087,0.7706999779,1
43,683,57,2,63,4.643328667,6,0.008551822044,1.007400036,1
53,1934,110,6,56,12.68871689,1,0.005841551349,2.112649918,3
49,1128,68,2,61,11.05469418,3,0.04508637637,1.430649996,4
58,1386,105,4,59,10.63206768,1,0.08076800406,1.363749981,2
56,1158,91,4,58,12.91508484,1,0.04023013264,1.367149949,2
56,1444,89,5,56,22.19878006,1,0.01981394552,1.684949994,2
47,591,57,2,66,5.086588383,6,0.006751024164,1.174049973,1
51,1181,69,3,61,17.47557831,6,0.008851398714,1.709550023,4
47,115,67,2,64,4.577061176,9,0.008985045366,1.155400038,1
58,1549,113,6,55,10.97380257,1,0.06151889637,1.342049956,3
57,1970,133,7,56,17.52159691,1,0.429923445,2.589050055,0
58,1788,109,5,57,18.08184814,1,0.02318252996,1.293599963,2
54,1613,90,4,69,4.53278923,1,0.01728218049,1.228299975,4
55,1416,79,5,59,19.61848068,4,0.0141369449,1.346950054,2
56,1454,77,4,56,22.78585052,1,0.03722511232,1.899150014,2
58,1898,119,7,55,20.81811714,1,0.01144376211,1.657500029,3
47,595,57,2,69,4.734521866,6,0.002107372973,0.8417999744,1
55,1599,104,5,56,11.69568157,1,0.00489241397,1.612599969,3
46,196,66,2,58,6.774927139,6,0.01235013455,1.112200022,1
51,1545,81,3,67,6.469658852,1,0.02547270246,1.676200032,4
56,1731,84,4,57,21.88551903,1,0.213067472,2.311150074,2
55,1508,64,4,55,22.86232758,1,0.02713985182,1.939749956,2
56,1638,88,4,56,20.57894135,1,0.0215352159,1.93900001,2
44,185,56,2,62,7.871505737,9,0.01565426216,1.206699967,1
45,171,50,2,65,6.774927139,6,0.03409707919,1.291949987,1
60,1836,121,6,56,14.75756168,1,0.05468630046,1.306349993,3
48,705,51,2,64,4.509913921,6,0.001809655805,0.9408000112,1
52,1180,77,3,62,14.86999321,4,0.007325392216,1.377699971,4
55,1317,69,5,56,21.16743279,1,0.01367632486,1.478800058,2
47,848,63,2,62,5.208451271,6,0.003779703518,0.8917499781,1
58,1456,108,4,55,12.91508484,1,0.04266024753,1.36164999,2
56,1570,62,5,56,22.41001701,1,0.01297182124,1.949699998,2
57,1901,126,7,58,10.85290432,1,0.07875920832,1.297899961,3
56,1483,69,5,56,22.86232758,1,0.01752414182,1.883649945,2
56,1384,79,4,58,10.89016056,4,0.01382500678,1.380300045,2
48,897,73,4,67,6.748383045,4,0.03260389343,1.358800054,4
44,184,48,1,62,8.001791954,9,0.02672417276,1.14199996,1
58,1994,130,8,54,18.14617348,1,0.01331007946,1.754649997,3
45,513,59,2,63,4.822091579,6,0.02721597254,1.301100016,1
46,1143,64,2,59,5.276130676,3,0.01804291084,1.16415,1
56,2586,113,6,61,16.97096634,4,0.06100077555,1.331949949,3
47,197,75,3,62,5.248128891,6,0.01328981481,0.9670500159,1
58,1287,97,5,56,12.91508484,1,0.0169585105,1.332800031,2
54,1618,96,4,63,12.98832226,4,0.1277084202,2.307849884,4
45,640,52,2,64,4.397960186,6,0.003619430121,0.8342999816,1
48,1118,58,2,59,5.32907486,6,0.029251609,1.340149999,1
45,616,53,2,64,5.086588383,6,0.004732024856,0.8146499991,1
56,2113,91,5,57,19.86532021,1,0.3494099379,3.475699902,0
46,829,61,2,64,5.208451271,6,0.005839587189,1.158149958,1
58,1282,100,3,55,12.91508484,1,0.02916049771,1.295950055,2
56,1502,81,5,56,22.41001701,1,0.07261569798,1.891749978,2
41,980,58,3,59,4.873876572,6,0.01917297207,0.9223999977,1
56,1587,84,5,56,22.41001701,4,0.04868831486,2.154150009,2
46,222,53,2,58,6.774927139,6,0.0290552862,1.413050056,1
47,1053,56,2,62,4.854311943,6,0.003876585281,0.9172000289,1
46,851,58,2,64,6.190820217,6,0.01529535279,1.199149966,1
50,699,74,2,61,5.005792141,6,0.02035458945,1.002799988,1
46,73,79,2,60,8.570746422,6,0.02743644826,1.306100011,1
60,1534,113,4,55,17.5350399,1,0.05759482086,1.427049994,2
54,2477,121,7,61,16.99972534,4,0.05360054225,1.391149998,3
56,1552,78,5,54,22.41001701,1,0.0281028077,1.898849964,2
56,1321,80,6,56,21.16743279,1,0.03917109594,1.493749976,2
51,2031,96,4,64,6.606188297,4,0.01376654767,1.683349967,4
56,1770,77,5,58,21.88551903,1,0.1566859782,2.475749969,2
54,1377,70,5,56,22.78585052,1,0.02105957083,1.851199985,2
55,1553,81,5,57,22.41001701,4,0.04547518492,2.00545001,2
55,2525,137,8,59,6.775710106,4,0.06487628818,1.698950052,3
54,2027,95,4,60,18.38701248,1,0.3616839051,3.247550011,0
56,1791,98,4,56,20.81811714,1,0.003583010286,1.615300059,2
46,252,50,2,68,7.74776125,6,0.01274814922,0.8062999845,1
47,753,63,2,63,5.142932415,3,0.007153225131,0.8253999949,1
50,1845,89,4,69,16.04195404,1,0.02010944113,1.68295002,4
54,2285,107,6,57,19.86532021,1,0.6054366827,3.754899979,0
48,820,60,2,63,5.726442337,6,0.005301478319,0.8957999945,1
47,1023,69,2,59,6.846814632,6,0.03347818553,1.398300052,1
57,2035,135,13,54,18.14617348,4,0.02678328007,1.87135005,3
55,1812,105,5,57,12.68871689,1,0.003859820776,2.013250113,3
46,1197,63,2,67,4.530303001,6,0.01079811528,1.210049987,1
57,2714,115,4,56,17.76881218,4,0.4482133985,2.959899902,0
51,1217,69,2,63,14.86999321,6,0.01050716173,1.461249948,4
50,1555,84,4,64,16.17746353,1,0.5613921881,3.332449913,0
43,1031,58,2,64,5.912354946,6,0.03204697743,1.502449989,1
56,1519,90,5,63,12.61479092,4,0.05102529377,2.094700098,4
47,141,67,2,62,5.248128891,9,0.02402122505,1.446050048,1
46,243,49,2,61,6.565292358,9,0.009311220609,0.8258500099,1
48,1039,60,2,63,5.705182076,6,0.0156701263,1.315350056,1
47,889,54,2,64,6.846814632,6,0.03835827485,1.350049973,1
58,1540,87,5,56,11.69568157,1,0.008553707972,1.566949964,2
51,1295,65,3,60,6.495947361,3,0.008707867935,1.143300056,4
56,1384,91,4,58,6.255380154,1,0.01585610583,1.216449976,4
48,59,64,3,63,3.873099566,6,0.01137200743,1.101699948,1
44,956,57,2,61,5.05257988,6,0.002107782755,0.9646499753,1
45,11,57,2,68,0.6350000501,6,0.02265759557,1.498800039,1
56,2195,134,8,56,19.58197975,1,0.6328521967,3.816550016,0
53,1666,111,5,59,14.34769154,1,0.09449601918,1.36864996,3
55,2243,118,5,61,6.775710106,1,0.07149361074,1.800850034,3
58,1982,129,5,55,20.81811714,1,0.02474155463,1.76820004,3
46,591,60,2,64,5.29102087,6,0.004057410173,1.018700004,1
45,1202,47,2,61,10.61869431,6,0.009595493786,1.217650056,1
56,2068,124,7,56,19.58197975,1,0.2738444805,2.664299965,3
48,786,66,2,64,7.68307972,1,0.02204435505,1.440899968,4
47,709,51,2,66,6.537003994,6,0.007404608652,1.145099998,1
53,1177,78,3,63,18.32628441,6,0.01214345265,1.521149993,4
51,1450,83,4,65,6.669222355,1,0.04896850884,1.69904995,4
56,1885,91,3,59,13.32112122,3,0.008073844947,1.704450011,2
49,393,59,2,69,6.663610458,6,0.01381073333,1.189849973,1
57,1914,101,5,56,19.92481995,1,0.2727009654,2.826699972,0
56,2153,111,7,62,5.880603313,1,0.05985981971,1.779350042,3
54,1379,79,5,60,25.39999962,1,0.009996048175,1.505049944,2
53,1903,106,5,59,17.2395401,1,0.08072429895,2.231349945,3
44,95,77,18,62,8.313504219,6,0.00631072605,1.23360002,3
46,735,58,2,67,4.297014713,6,0.005219997838,0.8306999803,1
47,204,55,2,62,6.372194767,9,0.01793210953,1.168249965,1
56,2096,120,6,55,18.08596802,1,0.290492177,2.835599899,0
49,962,64,2,66,4.382484436,3,0.001363152405,0.9826999903,4
46,313,60,2,66,5.596578121,6,0.007975626737,1.028049946,1
45,194,53,1,63,6.774927139,6,0.03430862352,1.259250045,1
57,1540,90,4,57,17.47557831,1,0.01341186091,1.623250008,2
51,1541,70,3,59,7.908875465,6,0.01873081177,1.215350032,4
56,1415,70,5,56,22.86232758,1,0.01837633923,1.860599995,2
47,932,54,2,67,6.637675762,6,0.0149444323,1.284450054,1
46,93,71,2,65,4.577061176,6,0.01591276936,1.165949941,1
49,2140,97,3,64,9.759883881,4,0.02577596344,1.601600051,4
46,979,56,2,59,5.05257988,6,0.006450478919,1.001749992,1
48,854,68,3,63,7.301342487,6,0.03875413537,1.372849941,1
48,2018,120,5,56,12.13683319,4,0.004506539088,2.028249979,3
55,1785,83,5,61,13.32112122,1,0.006485211197,1.820700049,2
48,892,53,2,64,6.846814632,6,0.01545054559,1.253350019,1
56,1664,103,6,56,19.75752831,1,0.005777881015,1.575049996,2
43,4,84,3,61,8.570746422,6,0.02816911787,1.097300053,1
54,1523,94,7,64,10.65184689,1,0.0216238033,1.119750023,3
48,129,63,3,69,5.36279583,6,0.02637016214,1.124349952,1
57,1797,85,5,57,17.2395401,1,0.02775370143,2.079950094,2
47,689,54,2,66,6.959218502,6,0.02535017207,1.370350003,1
55,1601,94,5,56,19.75752831,1,0.007694284897,1.648849964,2
48,117,65,2,63,5.248128891,6,0.01529212855,1.288699985,1
47,213,56,2,62,6.565292358,6,0.01972150058,1.146999955,1
48,1099,67,2,58,5.276130676,6,0.007062099874,1.060150027,1
54,1332,70,5,64,12.24644375,4,0.004727396183,1.44690001,4
45,10,78,2,62,9.543818474,6,0.004912361968,1.220000029,1
48,255,66,2,64,5.656566143,6,0.02994762734,1.221500039,1
55,1656,99,5,57,15.18422127,4,0.4780646265,2.884399891,0
52,2012,93,5,63,6.606188297,4,0.01749678887,1.626199961,4
47,2967,154,19,54,12.13683319,7,0.01244516671,1.95510006,3
47,608,71,2,61,5.29102087,6,0.02291554958,1.301699996,1
48,518,63,2,64,4.749230862,6,0.004077973776,0.979550004,1
57,1519,87,5,54,22.19878006,1,0.02529063821,1.785349965,2
59,1625,110,5,56,10.63206768,1,0.05411101505,1.290400028,3
55,1600,110,4,59,14.34769154,1,0.04966027662,1.328150034,2
50,1077,73,2,70,4.963163376,1,0.03164332733,1.564149976,4
56,1968,109,6,56,18.25143433,1,0.0187875852,1.77760005,3
54,1376,88,4,56,11.05469418,1,0.0489730835,1.379500031,2
45,532,48,2,64,4.749230862,6,0.006665326655,0.8110499978,1
46,1202,54,2,60,5.945804596,6,0.01197828259,1.126449943,1
58,1785,97,4,56,20.81811714,1,0.01216825284,1.675600052,2
50,1261,68,2,63,10.61869431,4,0.02540165931,1.166100025,4
55,1733,76,4,60,18.08184814,1,0.01997555234,1.48514998,2
48,860,58,2,63,4.854311943,6,0.003659997368,0.9093999863,1
55,2610,141,6,56,16.12587166,4,0.2604304552,2.546050072,3
48,1265,66,2,58,11.19084549,6,0.05250776559,1.334249973,1
57,1913,98,5,60,17.35907745,1,0.03002832271,1.985849977,2
52,1240,53,2,66,25.39999962,6,0.009078805335,1.452849984,4
46,643,63,2,65,4.508432388,3,0.01083737519,1.282899976,1
46,1194,63,2,61,5.945804596,6,0.008078943938,1.108500004,1
50,1164,74,2,71,4.963163376,1,0.01869403757,1.479799986,4
45,22,73,2,61,6.391897678,6,0.01517165639,1.307000041,1
48,869,61,2,64,6.637675762,6,0.01051852293,1.29885006,1
48,806,51,1,67,6.959218502,6,0.03158055618,1.470100045,1
54,1983,102,4,65,7.709267139,4,0.03296376765,1.723350048,4
46,1218,69,2,66,4.530303001,4,0.01569679938,1.171249986,1
55,1317,68,3,55,22.06632042,1,0.03654016927,1.808400035,2
56,1495,77,5,58,22.86232758,1,0.03646666929,1.947700024,2
50,1277,75,3,57,5.56032896,3,0.01808309369,1.170449972,4
57,1981,126,7,46,12.98832226,1,0.4655697942,2.971699953,0
57,1840,82,5,56,21.88551903,1,0.04191750288,2.311700106,2
55,1860,76,4,59,15.75392628,3,0.02245150134,1.457450032,2
48,457,62,2,66,4.822091579,6,0.01097428985,1.253299952,1
48,770,55,2,65,4.297014713,6,0.005708093289,0.9017999768,1
48,1420,61,2,61,6.495947361,6,0.01509709377,1.223749995,1
49,1252,76,4,64,6.255380154,1,0.02801812068,1.462000012,4
48,710,74,2,62,7.68307972,6,0.03012087941,1.386000037,1
51,1009,89,3,59,12.91508484,1,0.04842667654,1.38349998,4
52,1732,94,4,67,6.669222355,1,0.03625293449,1.492949963,4
51,1263,82,4,58,5.56032896,3,0.02328326926,1.196849942,4
56,1599,96,5,58,19.61848068,1,0.01334208809,1.310400009,2
53,1995,100,4,65,10.82009888,4,0.2213969529,2.846999884,4
44,976,64,3,61,5.05257988,3,0.003736628452,0.9481999874,1
46,1015,71,2,76,12.98832226,4,0.6074932814,3.178649902,0
49,1978,92,3,70,7.801126957,4,0.02461809292,1.603099942,4
56,1403,95,4,53,22.19878006,1,0.02079666592,1.841899991,2
49,972,74,3,72,4.266050816,1,0.03518182039,1.577649951,4
46,836,45,2,63,4.880426884,6,0.01277497038,1.178650022,1
45,1150,49,2,63,11.05469418,6,0.02627332695,1.286949992,1
44,2191,125,5,57,18.38701248,4,0.02080725878,2.053349972,3
48,153,64,3,64,5.36279583,6,0.01156260632,1.109699965,1
54,1239,76,4,58,18.11284447,3,0.01984479651,1.48574996,2
60,1558,112,4,56,13.87384796,1,0.04987802356,1.453649998,2
45,846,66,3,61,6.846814632,6,0.02878485993,1.340149999,1
57,1837,90,5,58,17.35907745,1,0.004857983906,2.126499891,2
56,1967,104,5,57,20.11994362,1,0.01304640342,2.024450064,2
55,1379,84,4,60,19.61848068,4,0.01836316846,1.402250051,2
59,2511,124,6,59,17.76881218,4,0.3395589292,2.519550085,0
50,1591,78,4,64,16.17746353,1,0.5795196295,3.439800024,0
56,1489,92,4,57,10.89016056,1,0.01562407613,1.514700055,2
46,1090,51,2,60,5.276130676,6,0.01174379978,1.097450018,1
42,1131,62,3,59,4.234931946,3,0.009186160751,1.188949943,1
45,567,54,2,67,4.880426884,6,0.02843544818,1.228999972,1
47,1644,63,3,59,5.635867119,6,0.01489449851,1.20085001,1
47,2151,143,11,56,9.742364883,4,0.005446902476,2.074300051,3
55,1262,85,4,55,22.06632042,4,0.0205885414,1.760200024,2
56,1944,108,6,57,18.35881233,4,0.02699049003,1.60165,3
47,634,68,2,64,7.68307972,6,0.03346139193,1.587849975,1
44,985,69,2,59,5.05257988,3,0.003859747201,0.988499999,1
57,1429,79,4,56,21.16743279,1,0.02584350295,1.557150006,2
45,166,64,2,62,6.565292358,9,0.01234410238,0.8390499949,1
47,1127,67,2,58,11.05469418,4,0.06411358714,1.37105,4
55,1187,85,3,61,19.79767227,1,0.008923161775,1.646999955,2
57,1637,80,5,56,21.88551903,1,0.05025161803,1.875200033,2
50,1487,79,4,67,10.61996555,1,0.03666304424,1.256199956,4
47,1103,65,2,59,5.32907486,6,0.0219073575,1.344750047,1
49,2072,119,5,61,10.85290432,1,0.06886701286,1.285449982,3
44,696,57,2,61,5.142932415,6,0.005520137958,0.8281000257,1
54,2544,150,13,53,18.1607132,1,0.6102786064,4.014349937,0
48,121,57,2,66,5.36279583,6,0.009221703745,1.138100028,1
47,762,55,2,62,7.301342487,6,0.01949319988,1.388499975,1
53,1249,80,4,60,13.50076485,1,0.04944808036,1.468850017,2
50,1078,66,2,61,6.153415203,6,0.02833884023,0.8736500144,1
56,1843,94,6,56,18.35881233,4,0.02237190492,1.637899995,2
56,1840,113,5,58,12.68871689,1,0.01009865757,1.939749956,3
47,1209,67,2,61,5.945804596,6,0.007445271127,1.14775002,1
56,1387,91,4,55,19.75752831,1,0.01157357637,1.536599994,2
57,1875,117,7,55,20.81811714,1,0.02404875122,1.613199949,3
55,1869,97,5,58,17.2395401,1,0.01384693384,2.138099909,2
47,111,55,2,66,3.873099566,9,0.02555702813,1.261049986,1
51,2174,105,5,60,10.85290432,1,0.07406461239,1.352300048,3
55,1248,73,3,57,22.06632042,4,0.012613873,1.741050005,2
48,621,63,2,63,4.643328667,3,0.02942955866,1.21965003,1
46,271,55,2,65,7.74776125,6,0.008758961223,1.097949982,1
53,1629,99,4,64,13.96080685,4,0.564109385,3.453850031,0
54,1158,70,3,60,0.6350000501,3,0.02005388588,1.311750054,4
44,612,63,2,65,4.749230862,6,0.006488888524,0.8230500221,1
46,316,56,2,68,6.645249844,6,0.04272136837,1.483299971,1
53,1972,103,6,63,10.77744102,1,0.04480437934,1.26154995,3
49,1298,74,2,58,11.19084549,3,0.03060931154,1.434100032,4
44,833,67,2,64,5.208451271,3,0.003984148614,0.8646000028,1
59,1273,87,3,56,12.91508484,1,0.02407017723,1.356449962,2
56,1810,84,5,57,21.88551903,1,0.2471649051,2.331150055,2
47,565,59,2,67,4.880426884,6,0.0141144786,0.8144000173,1
59,1745,115,6,55,14.79787159,1,0.07522072643,1.373800039,3
50,1048,68,2,63,11.05469418,3,0.01712178439,1.392249942,4
45,692,71,5,61,4.873876572,6,0.02139688656,0.9900000095,1
48,381,59,2,65,6.545280933,6,0.02012104355,1.042050004,1
55,2528,120,6,60,16.99972534,4,0.08138037473,1.346150041,3
46,144,59,2,64,6.565292358,6,0.02038490586,0.8167999983,1
48,1059,69,2,65,4.874920368,3,0.03939240426,1.34829998,4
58,1859,103,6,58,18.35881233,4,0.01082270499,1.721349955,3
48,1173,73,3,60,11.05469418,6,0.05535799265,1.547099948,1
46,74,82,2,60,8.570746422,6,0.04478050396,1.47724998,1
44,937,63,2,62,5.05257988,3,0.004924139008,0.9944999814,1
47,992,83,3,76,11.85203934,4,0.2730518281,2.374449968,4
47,568,60,2,66,4.397960186,6,0.01341364533,1.307850003,1
49,1065,70,2,74,4.963163376,1,0.02484667115,1.506399989,4
58,2120,131,7,57,16.04195404,1,0.02650387213,1.429499984,3
41,958,56,2,59,4.873876572,6,0.01394316182,0.9221500158,1
44,21,60,2,62,8.313504219,9,0.02599518374,1.395900011,1
46,621,62,2,65,7.585030556,6,0.01997074857,1.216850042,1
48,1035,68,2,62,11.05469418,3,0.02945100889,1.360949993,4
52,1700,91,5,63,13.96080685,4,0.513966918,2.809900045,0
53,1206,72,3,60,18.79302979,1,0.01541976538,1.358450055,2
49,1255,76,2,67,15.18422127,4,0.6124567986,3.230999947,0
46,749,55,2,69,6.190820217,6,0.01106660627,1.160300016,1
56,1854,114,5,56,18.35881233,1,0.02315017581,1.672350049,3
55,1296,70,3,60,21.16743279,4,0.02190768719,1.495049953,2
57,1861,86,4,59,13.32112122,4,0.006629692391,1.943799973,2
49,1254,70,2,62,14.86999321,6,0.005304394756,1.58494997,1
45,894,63,2,63,6.846814632,6,0.01824256405,1.240849972,1
55,1440,65,5,56,22.78585052,1,0.0267375987,1.869650006,2
48,1096,63,3,63,5.32907486,3,0.04590993002,1.566249967,4
53,2334,110,5,63,10.34131336,1,0.03187118098,1.552899957,3
56,1339,91,5,56,11.69568157,1,0.0116885826,1.522850037,2
55,1769,86,4,61,18.35881233,4,0.008560788818,1.824399948,2
45,884,56,2,64,6.637675762,6,0.01837301441,1.306249976,1
48,702,61,2,70,6.537003994,6,0.01599822752,1.204049945,1
51,1183,88,4,59,6.748383045,1,0.02598203719,1.283300042,4
50,1933,85,3,69,7.801126957,4,0.00975261908,1.608100057,4
47,284,64,2,62,5.898396492,6,0.03056646325,1.395599961,1
47,824,80,4,62,8.173928261,1,0.02769206651,1.145799994,4
47,1041,104,4,59,13.87384796,1,0.009606529959,1.370700002,4
46,535,70,2,67,4.335567951,6,0.004760037642,0.8381500244,1
55,1821,98,5,59,12.68871689,1,0.009196209721,2.121449947,2
43,914,60,2,60,4.873876572,3,0.006986661348,0.9474499822,1
48,518,53,1,66,7.585030556,6,0.01842827722,1.295899987,1
49,1301,74,3,60,6.495947361,3,0.01447120402,1.174350023,4
43,1057,58,2,62,5.912354946,6,0.03415706381,1.437150002,1
47,160,58,2,66,5.36279583,6,0.02263301797,1.097100019,1
56,1731,114,6,55,22.31351089,1,0.03504107147,1.974750042,3
54,1641,99,5,57,15.18422127,4,0.568785131,3.646349907,0
50,2032,88,4,66,6.606188297,4,0.02017216571,1.664250016,4
44,668,61,3,60,4.643328667,6,0.03246437386,0.9650499821,1
53,1612,81,3,64,6.469658852,1,0.3291440308,3.157299995,4
47,1039,60,2,61,4.854311943,6,0.003154632403,0.9416999817,1
57,2333,105,5,62,9.580809593,4,0.02591205761,2.025549889,3
54,1797,128,6,59,10.85290432,1,0.05210562423,1.266950011,3
56,2169,109,6,56,19.86532021,1,0.3205726445,2.828700066,0
55,2451,135,7,55,17.76881218,4,0.5136762261,3.609499931,0
47,872,84,3,63,8.634547234,1,0.0222275164,1.494799972,4
47,125,57,2,61,6.394533634,6,0.02268964238,1.392650008,1
53,2040,124,7,61,10.85290432,1,0.07018572837,1.430999994,3
55,1378,58,5,58,22.78585052,1,0.01904157177,1.871600032,2
55,1606,82,4,57,22.41001701,1,0.05727284402,2.243799925,2
48,614,68,2,64,5.29102087,6,0.0142162852,0.8147000074,1
45,2114,124,7,56,12.13683319,4,0.006124777254,2.016849995,3
46,1227,66,2,67,4.530303001,6,0.01527822856,1.252150059,1
55,2005,93,3,64,15.22552395,4,0.03942982107,1.622349977,4
46,17,76,2,60,9.543818474,6,0.02087977342,1.37590003,1
55,1877,104,5,57,12.68871689,1,0.004040508997,2.105950117,3
44,793,55,2,71,6.190820217,6,0.0124984961,1.203299999,1
51,1850,82,2,66,18.25143433,3,0.02636194602,1.673349977,4
50,920,68,4,69,6.748383045,4,0.003160775173,0.9286999702,4
48,996,95,3,58,7.68307972,1,0.02052930929,1.361099958,4
46,1278,59,2,60,5.945804596,6,0.01838812977,1.391049981,1
47,1060,60,2,61,10.38089371,6,0.01643832773,1.268949986,1
60,1868,121,5,56,14.75756168,1,0.09210401773,1.319849968,3
42,639,56,2,65,4.749230862,6,0.006702912971,0.8806499839,1
48,1343,73,3,60,6.495947361,3,0.0141190365,1.166450024,4
49,937,69,2,60,10.38089371,6,0.01661441661,1.303500056,1
58,2193,121,6,55,20.11994362,1,0.007075262722,1.975900054,3
56,1676,117,5,58,14.34769154,1,0.04990617931,1.371700048,3
48,2447,149,9,55,16.75114441,4,0.01166869979,2.059200048,3
47,58,73,3,57,7.281767368,9,0.008183141239,1.386150002,1
48,599,66,2,68,7.68307972,6,0.0237554796,1.369850039,1
54,1238,77,3,56,22.06632042,1,0.01651931182,1.769799948,2
47,486,54,2,72,7.585030556,6,0.0135594802,1.242300034,1
46,2334,130,7,52,12.78227234,4,0.00570506556,2.108200073,3
46,728,57,1,69,6.959218502,6,0.02178367786,1.37045002,1
52,1675,104,5,63,13.96080685,4,0.5339372158,3.462150097,0
47,17,80,4,61,9.543818474,6,0.01401564013,1.213050008,1
46,562,65,2,67,5.086588383,6,0.003317353548,0.9156000018,1
45,28,64,2,67,5.248128891,6,0.01569458842,1.142050028,1
57,1749,89,5,57,20.11994362,1,0.008927775547,2.102999926,2
57,2010,129,5,56,20.53647995,1,0.1546180546,2.71055007,3
57,1315,73,4,55,21.16743279,1,0.006017710082,1.714349985,2
50,1467,71,4,58,6.495947361,6,0.01198563632,1.124300003,4
47,716,68,2,62,4.621278763,3,0.01846794039,1.254600048,1
55,2123,122,8,53,15.18422127,4,0.5658106804,3.547100067,0
40,994,57,3,61,4.873876572,6,0.006752037909,0.9051499963,1
57,1612,74,4,55,21.88551903,1,0.02469304763,1.992650032,2
49,845,89,3,59,7.766949654,1,0.0262769945,1.480649948,4
57,1561,66,4,57,22.86232758,1,0.02853665128,1.892699957,2
44,198,55,2,63,5.596578121,6,0.0275871437,1.340250015,1
